Date,Currency,Mean,Buy,Sell
10/11/2023,SA RAND,8.1305,8.1246,8.1365
10/11/2023,US DOLLAR,151.6794,151.5794,151.7794
10/11/2023,KES / BIF,18.7314,18.6169,18.846
10/11/2023,CAN $,109.9007,109.8242,109.9771
10/11/2023,KES / TSHS,16.4822,16.4383,16.526
10/11/2023,DAN KRONER,21.6978,21.6824,21.7132
10/11/2023,KES / USHS,24.8221,24.7728,24.8715
10/11/2023,STG POUND,186.0982,185.9459,186.2506
10/11/2023,S FRANC,167.852,167.6949,168.0091
10/11/2023,EURO,162.3056,162.1741,162.4371
10/11/2023,SINGAPORE DOLLAR,111.4757,111.3654,111.5861
10/11/2023,CHINESE YUAN,20.7989,20.7851,20.8128
10/11/2023,JPY (100),100.1945,100.1251,100.2638
10/11/2023,KES / RWF,8.1062,8.0448,8.1675
10/11/2023,NOR KRONER,13.5201,13.5085,13.5316
10/11/2023,HONGKONG DOLLAR,19.4274,19.4146,19.4402
10/11/2023,AE DIRHAM,41.2969,41.2641,41.3298
10/11/2023,IND RUPEE,1.8211,1.8198,1.8224
10/11/2023,AUSTRALIAN $,96.4454,96.359,96.5317
10/11/2023,SAUDI RIYAL,40.4381,40.4104,40.4659
10/11/2023,SW KRONER,13.8806,13.8691,13.8921
9/11/2023,KES / USHS,24.8132,24.7638,24.8626
9/11/2023,S FRANC,168.4816,168.333,168.6303
9/11/2023,JPY (100),100.3891,100.3129,100.4654
9/11/2023,AE DIRHAM,41.2557,41.2274,41.2841
9/11/2023,CAN $,109.8737,109.7972,109.9502
9/11/2023,IND RUPEE,1.8199,1.8186,1.8212
9/11/2023,SA RAND,8.2029,8.1948,8.2109
9/11/2023,DAN KRONER,21.7584,21.7425,21.7744
9/11/2023,NOR KRONER,13.5583,13.5458,13.5708
9/11/2023,KES / BIF,18.7483,18.6336,18.8629
9/11/2023,KES / TSHS,16.5839,16.54,16.6279
9/11/2023,SW KRONER,13.9105,13.899,13.9221
9/11/2023,STG POUND,185.7997,185.6565,185.9428
9/11/2023,US DOLLAR,151.5324,151.4324,151.6324
9/11/2023,AUSTRALIAN $,97.1929,97.1136,97.2722
9/11/2023,EURO,161.6738,161.5425,161.8051
9/11/2023,CHINESE YUAN,20.8025,20.7886,20.8163
9/11/2023,SAUDI RIYAL,40.3957,40.368,40.4234
9/11/2023,HONGKONG DOLLAR,19.4028,19.39,19.4157
9/11/2023,SINGAPORE DOLLAR,111.7701,111.6758,111.8645
9/11/2023,KES / RWF,8.1104,8.0489,8.1718
8/11/2023,KES / TSHS,16.5016,16.4577,16.5455
8/11/2023,KES / RWF,8.1392,8.0532,8.2252
8/11/2023,KES / BIF,18.7576,18.6271,18.8881
8/11/2023,STG POUND,186.2768,186.1271,186.4265
8/11/2023,EURO,161.7406,161.6082,161.8729
8/11/2023,JPY (100),100.5209,100.4445,100.5973
8/11/2023,IND RUPEE,1.8179,1.8161,1.8197
8/11/2023,CAN $,110.0941,109.9974,110.1909
8/11/2023,DAN KRONER,21.6662,21.6503,21.682
8/11/2023,US DOLLAR,151.3794,151.2794,151.4794
8/11/2023,KES / USHS,24.8383,24.7888,24.8877
8/11/2023,S FRANC,168.0034,167.8644,168.1423
8/11/2023,SW KRONER,13.8432,13.8318,13.8546
8/11/2023,AE DIRHAM,41.2147,41.1858,41.2436
8/11/2023,SA RAND,8.2171,8.2107,8.2235
8/11/2023,NOR KRONER,13.5526,13.5409,13.5643
8/11/2023,HONGKONG DOLLAR,19.3597,19.3469,19.3725
8/11/2023,SAUDI RIYAL,40.3528,40.325,40.3805
8/11/2023,SINGAPORE DOLLAR,111.6409,111.563,111.7187
8/11/2023,CHINESE YUAN,20.7833,20.7682,20.7985
8/11/2023,AUSTRALIAN $,97.0494,96.9701,97.1286
7/11/2023,STG POUND,187.4759,187.3247,187.6271
7/11/2023,CAN $,110.7093,110.6159,110.8028
7/11/2023,EURO,162.4885,162.3512,162.6259
7/11/2023,AE DIRHAM,41.1837,41.1553,41.212
7/11/2023,KES / RWF,8.0851,8.0169,8.1532
7/11/2023,JPY (100),100.9764,100.8928,101.06
7/11/2023,SA RAND,8.2585,8.2497,8.2674
7/11/2023,KES / BIF,18.7086,18.5781,18.8392
7/11/2023,KES / TSHS,16.5402,16.4963,16.5842
7/11/2023,SW KRONER,13.9273,13.9165,13.9382
7/11/2023,SINGAPORE DOLLAR,112.046,111.9512,112.1408
7/11/2023,AUSTRALIAN $,98.3013,98.2287,98.3738
7/11/2023,S FRANC,168.4589,168.3381,168.5796
7/11/2023,HONGKONG DOLLAR,19.3397,19.3269,19.3525
7/11/2023,US DOLLAR,151.2676,151.1676,151.3676
7/11/2023,NOR KRONER,13.7222,13.7114,13.7331
7/11/2023,KES / USHS,24.8566,24.8072,24.9061
7/11/2023,DAN KRONER,21.78,21.7648,21.7952
7/11/2023,CHINESE YUAN,20.805,20.7876,20.8223
7/11/2023,SAUDI RIYAL,40.3219,40.2942,40.3496
7/11/2023,IND RUPEE,1.8175,1.8161,1.8188
6/11/2023,STG POUND,186.3262,186.1824,186.47
6/11/2023,AE DIRHAM,41.1568,41.1239,41.1896
6/11/2023,KES / BIF,18.7181,18.5874,18.8487
6/11/2023,KES / RWF,8.0906,8.0224,8.1588
6/11/2023,IND RUPEE,1.8163,1.815,1.8176
6/11/2023,KES / TSHS,16.5317,16.4877,16.5757
6/11/2023,NOR KRONER,13.7004,13.6874,13.7134
6/11/2023,S FRANC,168.579,168.411,168.7469
6/11/2023,DAN KRONER,21.7553,21.74,21.7707
6/11/2023,SINGAPORE DOLLAR,111.9076,111.8004,112.0147
6/11/2023,US DOLLAR,151.1647,151.0647,151.2647
6/11/2023,EURO,161.9018,161.7735,162.03
6/11/2023,CAN $,110.7555,110.6782,110.8329
6/11/2023,CHINESE YUAN,20.7557,20.7415,20.7698
6/11/2023,SW KRONER,13.9023,13.8904,13.9143
6/11/2023,SA RAND,8.2802,8.2722,8.2883
6/11/2023,SAUDI RIYAL,40.295,40.2657,40.3244
6/11/2023,KES / USHS,25.0323,24.9959,25.0687
6/11/2023,HONGKONG DOLLAR,19.3271,19.3143,19.3399
6/11/2023,JPY (100),101.1101,101.0399,101.1804
6/11/2023,AUSTRALIAN $,98.5292,98.4338,98.6246
3/11/2023,SA RAND,8.0962,8.0903,8.1022
3/11/2023,KES / TSHS,16.5366,16.4926,16.5807
3/11/2023,EURO,160.9029,160.7724,161.0335
3/11/2023,KES / RWF,8.1263,8.0647,8.188
3/11/2023,CAN $,108.8477,108.76,108.9354
3/11/2023,DAN KRONER,21.5484,21.5326,21.5642
3/11/2023,IND RUPEE,1.8139,1.8125,1.8152
3/11/2023,JPY (100),99.8043,99.7284,99.8803
3/11/2023,STG POUND,184.2965,184.1482,184.4447
3/11/2023,KES / USHS,25.0764,25.0267,25.1261
3/11/2023,US DOLLAR,151.0588,150.9588,151.1588
3/11/2023,S FRANC,166.0991,165.98,166.2182
3/11/2023,NOR KRONER,13.4524,13.4417,13.4631
3/11/2023,KES / BIF,18.8015,18.6864,18.9165
3/11/2023,AE DIRHAM,41.1274,41.0985,41.1563
3/11/2023,CHINESE YUAN,20.6472,20.6321,20.6623
3/11/2023,SW KRONER,13.4474,13.4367,13.4581
3/11/2023,SINGAPORE DOLLAR,110.816,110.7223,110.9097
3/11/2023,SAUDI RIYAL,40.2662,40.2385,40.294
3/11/2023,HONGKONG DOLLAR,19.3054,19.2926,19.3182
3/11/2023,AUSTRALIAN $,97.2064,97.1269,97.2858
2/11/2023,STG POUND,182.7268,182.5747,182.8788
2/11/2023,KES / USHS,25.0897,25.0399,25.1395
2/11/2023,SA RAND,8.16,8.1538,8.1662
2/11/2023,US DOLLAR,150.8588,150.7588,150.9588
2/11/2023,SW KRONER,13.537,13.5256,13.5485
2/11/2023,KES / RWF,8.1347,8.0729,8.1964
2/11/2023,NOR KRONER,13.5645,13.5517,13.5773
2/11/2023,EURO,158.8776,158.7365,159.0188
2/11/2023,KES / TSHS,16.5586,16.5144,16.6027
2/11/2023,AUSTRALIAN $,96.8891,96.7872,96.991
2/11/2023,CAN $,109.0217,108.9455,109.0979
2/11/2023,DAN KRONER,21.4177,21.4027,21.4327
2/11/2023,JPY (100),100.2751,100.2053,100.3449
2/11/2023,IND RUPEE,1.8122,1.8109,1.8135
2/11/2023,SINGAPORE DOLLAR,110.4424,110.349,110.5359
2/11/2023,SAUDI RIYAL,40.2129,40.1852,40.2407
2/11/2023,AE DIRHAM,41.0713,41.0384,41.1041
2/11/2023,KES / BIF,18.8251,18.7099,18.9403
2/11/2023,HONGKONG DOLLAR,19.2855,19.2727,19.2983
2/11/2023,CHINESE YUAN,20.6146,20.6008,20.6284
2/11/2023,S FRANC,166.8885,166.7317,167.0453
1/11/2023,CAN $,108.799,108.7229,108.8751
1/11/2023,KES / BIF,18.8446,18.7292,18.9599
1/11/2023,S FRANC,166.5778,166.4305,166.7252
1/11/2023,NOR KRONER,13.4797,13.4695,13.4898
1/11/2023,JPY (100),99.8397,99.7569,99.9224
1/11/2023,KES / TSHS,16.589,16.5448,16.6331
1/11/2023,SW KRONER,13.5296,13.5188,13.5404
1/11/2023,IND RUPEE,1.8098,1.808,1.8116
1/11/2023,AE DIRHAM,41.0311,40.9982,41.0639
1/11/2023,KES / RWF,8.1387,8.0769,8.2005
1/11/2023,STG POUND,183.2668,183.11,183.4235
1/11/2023,DAN KRONER,21.4374,21.4217,21.4532
1/11/2023,SAUDI RIYAL,40.1703,40.1426,40.198
1/11/2023,KES / USHS,25.1488,25.099,25.1987
1/11/2023,AUSTRALIAN $,95.606,95.5274,95.6845
1/11/2023,CHINESE YUAN,20.5998,20.584,20.6156
1/11/2023,US DOLLAR,150.7029,150.6029,150.8029
1/11/2023,EURO,160.1888,160.0547,160.3229
1/11/2023,HONGKONG DOLLAR,19.2626,19.2498,19.2754
1/11/2023,SINGAPORE DOLLAR,110.1751,110.0818,110.2683
1/11/2023,SA RAND,8.0249,8.0174,8.0324
31/10/2023,EURO,159.5629,159.4306,159.6953
31/10/2023,KES / RWF,8.1419,8.08,8.2038
31/10/2023,STG POUND,182.7226,182.5759,182.8694
31/10/2023,KES / BIF,18.8609,18.7454,18.9764
31/10/2023,KES / TSHS,16.5982,16.554,16.6424
31/10/2023,SW KRONER,13.4767,13.4654,13.4879
31/10/2023,NOR KRONER,13.4781,13.4669,13.4894
31/10/2023,JPY (100),100.2689,100.199,100.3389
31/10/2023,SA RAND,7.9564,7.9448,7.968
31/10/2023,S FRANC,166.8982,166.7688,167.0275
31/10/2023,DAN KRONER,21.3759,21.3602,21.3916
31/10/2023,KES / USHS,25.06,25.0102,25.1099
31/10/2023,CAN $,108.7381,108.6581,108.8182
31/10/2023,US DOLLAR,150.5588,150.4588,150.6588
31/10/2023,IND RUPEE,1.8082,1.8069,1.8096
31/10/2023,AE DIRHAM,40.9907,40.9624,41.019
31/10/2023,HONGKONG DOLLAR,19.243,19.2302,19.2557
31/10/2023,SINGAPORE DOLLAR,110.1341,110.0569,110.2113
31/10/2023,CHINESE YUAN,20.5756,20.5618,20.5894
31/10/2023,AUSTRALIAN $,95.5672,95.4962,95.6382
31/10/2023,SAUDI RIYAL,40.1308,40.1031,40.1586
30/10/2023,SA RAND,8.0108,8.0049,8.0168
30/10/2023,KES / RWF,8.1446,8.0827,8.2065
30/10/2023,JPY (100),100.517,100.4401,100.5939
30/10/2023,KES / TSHS,16.6092,16.565,16.6535
30/10/2023,EURO,159.0882,158.9553,159.2212
30/10/2023,CAN $,108.6895,108.6015,108.7774
30/10/2023,DAN KRONER,21.3517,21.336,21.3674
30/10/2023,S FRANC,166.9631,166.8429,167.0834
30/10/2023,AE DIRHAM,40.9635,40.9351,40.9918
30/10/2023,US DOLLAR,150.4588,150.3588,150.5588
30/10/2023,KES / BIF,18.872,18.7564,18.9875
30/10/2023,STG POUND,182.6838,182.5394,182.8282
30/10/2023,IND RUPEE,1.8075,1.8061,1.8088
30/10/2023,AUSTRALIAN $,95.579,95.5079,95.65
30/10/2023,SAUDI RIYAL,40.1042,40.0764,40.1319
30/10/2023,KES / USHS,25.0767,25.0268,25.1266
30/10/2023,SW KRONER,13.5015,13.4911,13.5118
30/10/2023,HONGKONG DOLLAR,19.2356,19.2228,19.2484
30/10/2023,NOR KRONER,13.467,13.4563,13.4778
30/10/2023,CHINESE YUAN,20.5611,20.5462,20.576
30/10/2023,SINGAPORE DOLLAR,109.9323,109.8392,110.0254
27/10/2023,KES / RWF,8.1429,8.0809,8.2048
27/10/2023,SA RAND,7.9213,7.9152,7.9275
27/10/2023,KES / BIF,18.8812,18.7497,19.0127
27/10/2023,S FRANC,167.6835,167.5346,167.8324
27/10/2023,DAN KRONER,21.2727,21.257,21.2883
27/10/2023,IND RUPEE,1.8064,1.805,1.8077
27/10/2023,JPY (100),100.091,100.0145,100.1676
27/10/2023,SW KRONER,13.4695,13.4588,13.4802
27/10/2023,NOR KRONER,13.3991,13.3884,13.4098
27/10/2023,CAN $,108.8789,108.7907,108.9671
27/10/2023,HONGKONG DOLLAR,19.2269,19.2141,19.2397
27/10/2023,STG POUND,182.0456,181.8953,182.1959
27/10/2023,AE DIRHAM,40.937,40.9076,40.9665
27/10/2023,KES / USHS,25.0862,25.0363,25.1361
27/10/2023,KES / TSHS,16.6332,16.5889,16.6776
27/10/2023,EURO,158.625,158.4994,158.7506
27/10/2023,US DOLLAR,150.3618,150.2618,150.4618
27/10/2023,SINGAPORE DOLLAR,109.7331,109.6401,109.8261
27/10/2023,SAUDI RIYAL,40.0794,40.0516,40.1071
27/10/2023,CHINESE YUAN,20.5532,20.5374,20.5689
27/10/2023,AUSTRALIAN $,95.0136,94.9354,95.0918
26/10/2023,STG POUND,182.3788,182.2318,182.5259
26/10/2023,CAN $,108.7796,108.6875,108.8717
26/10/2023,KES / USHS,25.041,24.9911,25.091
26/10/2023,EURO,158.9947,158.8629,159.1265
26/10/2023,KES / TSHS,16.643,16.5987,16.6874
26/10/2023,US DOLLAR,150.2735,150.1735,150.3735
26/10/2023,DAN KRONER,21.235,21.2199,21.25
26/10/2023,SW KRONER,13.4444,13.4323,13.4564
26/10/2023,AE DIRHAM,40.913,40.8825,40.9436
26/10/2023,SA RAND,7.8297,7.8225,7.837
26/10/2023,KES / BIF,18.8925,18.7768,19.0082
26/10/2023,JPY (100),99.8794,99.8096,99.9492
26/10/2023,S FRANC,167.3052,167.1566,167.4538
26/10/2023,KES / RWF,8.1477,8.0857,8.2096
26/10/2023,NOR KRONER,13.3747,13.3623,13.387
26/10/2023,HONGKONG DOLLAR,19.2109,19.1981,19.2237
26/10/2023,SINGAPORE DOLLAR,109.5009,109.4081,109.5937
26/10/2023,SAUDI RIYAL,40.0591,40.0313,40.0868
26/10/2023,CHINESE YUAN,20.5351,20.5211,20.549
26/10/2023,IND RUPEE,1.8053,1.804,1.8066
26/10/2023,AUSTRALIAN $,94.4544,94.3841,94.5248
25/10/2023,JPY (100),100.224,100.1472,100.3008
25/10/2023,KES / TSHS,16.6544,16.61,16.6988
25/10/2023,KES / RWF,8.1496,8.0875,8.2116
25/10/2023,STG POUND,183.0565,182.9082,183.2047
25/10/2023,SW KRONER,13.5631,13.5522,13.574
25/10/2023,SA RAND,7.8697,7.8614,7.878
25/10/2023,NOR KRONER,13.46,13.4478,13.4722
25/10/2023,CAN $,109.4259,109.349,109.5027
25/10/2023,DAN KRONER,21.3535,21.3378,21.3692
25/10/2023,US DOLLAR,150.1706,150.0706,150.2706
25/10/2023,EURO,159.3729,159.2488,159.4971
25/10/2023,AE DIRHAM,40.8844,40.8555,40.9133
25/10/2023,IND RUPEE,1.8087,1.8068,1.8105
25/10/2023,S FRANC,167.9197,167.7704,168.0691
25/10/2023,KES / USHS,24.9716,24.9217,25.0216
25/10/2023,SAUDI RIYAL,40.0316,40.0039,40.0593
25/10/2023,CHINESE YUAN,20.5432,20.5267,20.5597
25/10/2023,KES / BIF,18.9652,18.7861,19.1443
25/10/2023,HONGKONG DOLLAR,19.1948,19.182,19.2076
25/10/2023,AUSTRALIAN $,95.4935,95.4149,95.5721
25/10/2023,SINGAPORE DOLLAR,109.8823,109.789,109.9755
24/10/2023,KES / RWF,8.1492,8.0872,8.2113
24/10/2023,SW KRONER,13.7016,13.6907,13.7125
24/10/2023,KES / BIF,18.9147,18.7988,19.0306
24/10/2023,DAN KRONER,21.4823,21.4671,21.4976
24/10/2023,AE DIRHAM,40.8597,40.8269,40.8925
24/10/2023,IND RUPEE,1.8072,1.8059,1.8086
24/10/2023,NOR KRONER,13.5741,13.5622,13.5861
24/10/2023,JPY (100),100.273,100.2028,100.3431
24/10/2023,S FRANC,168.5084,168.3583,168.6585
24/10/2023,SA RAND,7.9532,7.9465,7.9599
24/10/2023,US DOLLAR,150.0735,149.9735,150.1735
24/10/2023,HONGKONG DOLLAR,19.1853,19.1726,19.1981
24/10/2023,STG POUND,182.5409,182.3959,182.6859
24/10/2023,KES / USHS,25.0211,24.9711,25.0711
24/10/2023,KES / TSHS,16.6652,16.6208,16.7096
24/10/2023,SAUDI RIYAL,40.0068,39.978,40.0356
24/10/2023,EURO,159.0944,158.9588,159.23
24/10/2023,AUSTRALIAN $,95.4768,95.3982,95.5554
24/10/2023,SINGAPORE DOLLAR,109.9641,109.8868,110.0414
24/10/2023,CAN $,109.759,109.6699,109.8482
24/10/2023,CHINESE YUAN,20.5535,20.5381,20.5689
23/10/2023,US DOLLAR,149.9441,149.8441,150.0441
23/10/2023,KES / RWF,8.1519,8.0898,8.2141
23/10/2023,S FRANC,167.4605,167.3114,167.6096
23/10/2023,AE DIRHAM,40.8233,40.795,40.8517
23/10/2023,STG POUND,182.0826,181.9324,182.2329
23/10/2023,KES / TSHS,16.6796,16.6351,16.724
23/10/2023,NOR KRONER,13.5312,13.5186,13.5437
23/10/2023,SA RAND,7.8904,7.8835,7.8973
23/10/2023,DAN KRONER,21.2581,21.2424,21.2738
23/10/2023,KES / BIF,18.929,18.813,19.045
23/10/2023,SAUDI RIYAL,39.9723,39.9446,40
23/10/2023,EURO,158.5406,158.4141,158.6671
23/10/2023,KES / USHS,25.0427,24.9926,25.0927
23/10/2023,SW KRONER,13.6515,13.6402,13.6629
23/10/2023,IND RUPEE,1.8035,1.8022,1.8048
23/10/2023,CAN $,109.3644,109.2875,109.4414
23/10/2023,JPY (100),100.0128,99.9361,100.0895
23/10/2023,SINGAPORE DOLLAR,109.2529,109.1601,109.3457
23/10/2023,CHINESE YUAN,20.4919,20.4781,20.5057
23/10/2023,HONGKONG DOLLAR,19.1615,19.1487,19.1742
23/10/2023,AUSTRALIAN $,94.6897,94.6116,94.7679
19/10/2023,US DOLLAR,149.7882,149.6882,149.8882
19/10/2023,STG POUND,182.3035,182.1618,182.4453
19/10/2023,SA RAND,7.8568,7.8507,7.8629
19/10/2023,JPY (100),100.0155,99.9454,100.0856
19/10/2023,AE DIRHAM,40.7815,40.7481,40.8148
19/10/2023,KES / TSHS,16.757,16.7125,16.8016
19/10/2023,SW KRONER,13.5628,13.5518,13.5738
19/10/2023,DAN KRONER,21.1371,21.1215,21.1527
19/10/2023,KES / USHS,25.1021,25.052,25.1523
19/10/2023,EURO,158.1126,157.9859,158.2394
19/10/2023,S FRANC,166.6258,166.5053,166.7463
19/10/2023,IND RUPEE,1.799,1.7977,1.8003
19/10/2023,NOR KRONER,13.5117,13.4992,13.5243
19/10/2023,SINGAPORE DOLLAR,108.9805,108.9038,109.0572
19/10/2023,KES / RWF,8.1534,8.0912,8.2155
19/10/2023,KES / BIF,18.9458,18.8296,19.0619
19/10/2023,CAN $,109.0678,108.991,109.1446
19/10/2023,SAUDI RIYAL,39.9334,39.9041,39.9627
19/10/2023,AUSTRALIAN $,94.3891,94.3186,94.4596
19/10/2023,HONGKONG DOLLAR,19.1347,19.1219,19.1475
19/10/2023,CHINESE YUAN,20.4729,20.459,20.4869
18/10/2023,JPY (100),99.8647,99.7946,99.9348
18/10/2023,SW KRONER,13.6477,13.6363,13.6591
18/10/2023,NOR KRONER,13.5835,13.5724,13.5946
18/10/2023,DAN KRONER,21.1321,21.1169,21.1473
18/10/2023,KES / BIF,18.97,18.8537,19.0863
18/10/2023,STG POUND,181.7276,181.5782,181.8771
18/10/2023,CAN $,109.2719,109.1829,109.361
18/10/2023,AE DIRHAM,40.7237,40.691,40.7565
18/10/2023,S FRANC,165.7239,165.5764,165.8714
18/10/2023,IND RUPEE,1.7966,1.7953,1.798
18/10/2023,KES / TSHS,16.7333,16.6887,16.7779
18/10/2023,CHINESE YUAN,20.4507,20.4342,20.4671
18/10/2023,SA RAND,7.9138,7.9076,7.9201
18/10/2023,US DOLLAR,149.5824,149.4824,149.6824
18/10/2023,KES / USHS,25.0698,25.0196,25.12
18/10/2023,EURO,157.755,157.6218,157.8882
18/10/2023,SAUDI RIYAL,39.878,39.8503,39.9057
18/10/2023,SINGAPORE DOLLAR,109.0529,108.9601,109.1457
18/10/2023,HONGKONG DOLLAR,19.1194,19.1066,19.1322
18/10/2023,KES / RWF,8.1494,8.0654,8.2334
18/10/2023,AUSTRALIAN $,94.8203,94.7419,94.8986
17/10/2023,NOR KRONER,13.6684,13.6582,13.6786
17/10/2023,DAN KRONER,21.114,21.0989,21.129
17/10/2023,JPY (100),99.9353,99.8651,100.0055
17/10/2023,AE DIRHAM,40.6856,40.6573,40.7139
17/10/2023,SW KRONER,13.6534,13.6431,13.6638
17/10/2023,STG POUND,181.9444,181.7929,182.0959
17/10/2023,KES / USHS,25.094,25.0438,25.1443
17/10/2023,SA RAND,7.9426,7.9367,7.9485
17/10/2023,EURO,157.4897,157.3606,157.6188
17/10/2023,US DOLLAR,149.4382,149.3382,149.5382
17/10/2023,KES / RWF,8.1621,8.0997,8.2244
17/10/2023,IND RUPEE,1.7947,1.7929,1.7965
17/10/2023,KES / TSHS,16.7494,16.7048,16.7941
17/10/2023,CAN $,109.6674,109.5739,109.7609
17/10/2023,KES / BIF,18.9883,18.8718,19.1047
17/10/2023,HONGKONG DOLLAR,19.1161,19.1033,19.1289
17/10/2023,CHINESE YUAN,20.4405,20.4248,20.4561
17/10/2023,S FRANC,165.6927,165.5451,165.8403
17/10/2023,SINGAPORE DOLLAR,109.1467,109.0538,109.2397
17/10/2023,SAUDI RIYAL,39.8396,39.8119,39.8673
17/10/2023,AUSTRALIAN $,94.5197,94.4415,94.5979
16/10/2023,S FRANC,165.6078,165.4877,165.7279
16/10/2023,SW KRONER,13.5754,13.5631,13.5878
16/10/2023,NOR KRONER,13.6818,13.6687,13.6949
16/10/2023,DAN KRONER,21.0672,21.0523,21.0821
16/10/2023,JPY (100),99.91,99.8398,99.9803
16/10/2023,CAN $,109.4199,109.3386,109.5012
16/10/2023,KES / TSHS,16.7816,16.7369,16.8264
16/10/2023,US DOLLAR,149.2706,149.1706,149.3706
16/10/2023,EURO,157.2529,157.1241,157.3818
16/10/2023,SA RAND,7.8689,7.8611,7.8766
16/10/2023,STG POUND,181.9706,181.8229,182.1182
16/10/2023,KES / USHS,25.1557,25.1053,25.206
16/10/2023,IND RUPEE,1.7931,1.7918,1.7944
16/10/2023,KES / BIF,19.0058,18.8856,19.126
16/10/2023,AE DIRHAM,40.6394,40.6116,40.6672
16/10/2023,AUSTRALIAN $,94.4211,94.3504,94.4918
16/10/2023,HONGKONG DOLLAR,19.0859,19.0731,19.0987
16/10/2023,SINGAPORE DOLLAR,109.0004,108.9234,109.0774
16/10/2023,KES / RWF,8.1698,8.0953,8.2443
16/10/2023,SAUDI RIYAL,39.7917,39.764,39.8194
16/10/2023,CHINESE YUAN,20.4233,20.4094,20.4371
13/10/2023,CAN $,108.991,108.902,109.08
13/10/2023,JPY (100),99.6574,99.5873,99.7276
13/10/2023,SA RAND,7.8518,7.8437,7.8599
13/10/2023,KES / RWF,8.1741,8.1116,8.2365
13/10/2023,NOR KRONER,13.6,13.5867,13.6134
13/10/2023,SW KRONER,13.5882,13.5764,13.6001
13/10/2023,S FRANC,164.4872,164.3679,164.6066
13/10/2023,KES / BIF,19.0251,18.9084,19.1417
13/10/2023,DAN KRONER,21.0886,21.073,21.1042
13/10/2023,EURO,158.0615,157.9306,158.1924
13/10/2023,STG POUND,183.1724,183.0294,183.3153
13/10/2023,KES / USHS,25.179,25.1286,25.2294
13/10/2023,KES / TSHS,16.7972,16.7524,16.842
13/10/2023,IND RUPEE,1.7917,1.7904,1.793
13/10/2023,US DOLLAR,149.1324,149.0324,149.2324
13/10/2023,AE DIRHAM,40.6012,40.5685,40.634
13/10/2023,AUSTRALIAN $,94.2218,94.1437,94.2999
13/10/2023,SAUDI RIYAL,39.7591,39.7303,39.7879
13/10/2023,SINGAPORE DOLLAR,108.9472,108.8542,109.0402
13/10/2023,CHINESE YUAN,20.414,20.4,20.428
13/10/2023,HONGKONG DOLLAR,19.066,19.0532,19.0788
12/10/2023,STG POUND,183.2776,183.1347,183.4206
12/10/2023,SA RAND,7.9197,7.9122,7.9272
12/10/2023,KES / RWF,8.1791,8.1166,8.2416
12/10/2023,NOR KRONER,13.7404,13.7268,13.7539
12/10/2023,KES / TSHS,16.845,16.8001,16.8899
12/10/2023,US DOLLAR,149.0059,148.9059,149.1059
12/10/2023,KES / USHS,25.1802,25.1298,25.2307
12/10/2023,JPY (100),99.9201,99.8497,99.9905
12/10/2023,CAN $,109.672,109.5944,109.7497
12/10/2023,KES / BIF,19.0399,18.9231,19.1567
12/10/2023,EURO,158.0824,157.9529,158.2118
12/10/2023,AE DIRHAM,40.5684,40.5396,40.5973
12/10/2023,SW KRONER,13.6782,13.6661,13.6904
12/10/2023,DAN KRONER,21.243,21.228,21.258
12/10/2023,S FRANC,165.4886,165.3408,165.6364
12/10/2023,IND RUPEE,1.7918,1.7904,1.7931
12/10/2023,SAUDI RIYAL,39.7248,39.6955,39.7541
12/10/2023,SINGAPORE DOLLAR,109.4224,109.3449,109.4998
12/10/2023,AUSTRALIAN $,95.6692,95.5976,95.7409
12/10/2023,HONGKONG DOLLAR,19.0564,19.0436,19.0692
12/10/2023,CHINESE YUAN,20.4129,20.3986,20.4271
11/10/2023,EURO,156.9606,156.8312,157.09
11/10/2023,KES / RWF,8.1813,8.1187,8.2439
11/10/2023,STG POUND,181.5235,181.3771,181.67
11/10/2023,S FRANC,163.9854,163.8392,164.1317
11/10/2023,SW KRONER,13.5205,13.5098,13.5312
11/10/2023,DAN KRONER,21.0455,21.0305,21.0606
11/10/2023,JPY (100),99.8775,99.8003,99.9546
11/10/2023,KES / TSHS,16.8254,16.7805,16.8703
11/10/2023,KES / USHS,25.1541,25.1036,25.2046
11/10/2023,US DOLLAR,148.8824,148.7824,148.9824
11/10/2023,AE DIRHAM,40.5348,40.5015,40.5681
11/10/2023,NOR KRONER,13.6759,13.6648,13.6869
11/10/2023,CAN $,109.1353,109.046,109.2246
11/10/2023,SA RAND,7.6769,7.6709,7.683
11/10/2023,CHINESE YUAN,20.4195,20.4029,20.436
11/10/2023,IND RUPEE,1.7872,1.7857,1.7886
11/10/2023,AUSTRALIAN $,94.8455,94.7744,94.9167
11/10/2023,KES / BIF,19.0527,18.9358,19.1696
11/10/2023,HONGKONG DOLLAR,19.0153,19.0025,19.0281
11/10/2023,SINGAPORE DOLLAR,108.8123,108.7272,108.8973
11/10/2023,SAUDI RIYAL,39.6924,39.6647,39.7202
9/10/2023,KES / TSHS,16.8354,16.7905,16.8803
9/10/2023,SW KRONER,13.5392,13.5271,13.5514
9/10/2023,KES / USHS,25.1746,25.1269,25.2223
9/10/2023,KES / BIF,19.0465,18.9283,19.1648
9/10/2023,DAN KRONER,21.0595,21.0445,21.0746
9/10/2023,KES / RWF,8.1758,8.1123,8.2393
9/10/2023,SA RAND,7.6903,7.6834,7.6971
9/10/2023,S FRANC,163.4831,163.3642,163.6019
